2016-07-22-01:38,중앙역(2번출구),3
2016-07-22-01:38,신 안산대학교,9
2016-07-22-01:38,신길초등학교,3
2016-07-22-01:38,중앙역(신도시),0
2016-07-22-01:38,상록구노인복지회관,1
2016-07-22-01:38,준공업단지사거리,9
2016-07-22-01:38,당곡 운동장,3
2016-07-22-01:38,성안중학교,19
2016-07-22-01:38,기업은행 반월지점,9
2016-07-22-01:38,선부고등학교,12
2016-07-22-01:38,단원구노인복지회관,13
2016-07-22-01:38,송호고등학교,8
2016-07-22-01:38,사동 GS주유소,16
2016-07-22-01:38,반월공원,15
2016-07-22-01:38,다농마트사거리,2
2016-07-22-01:38,초지역,4
2016-07-22-01:38,한양대앞역(환승주차장),9
2016-07-22-01:38,호수공원 APT,0
2016-07-22-01:38,중앙도서관,7
2016-07-22-01:38,한양대앞역(농수산물 도매시장),1
2016-07-22-01:38,노적봉사거리,10
2016-07-22-01:38,선부1동 주민센터,17
2016-07-22-01:38,강서고,11
2016-07-22-01:38,송호중학교,0
2016-07-22-01:38,검찰청정문,1
2016-07-22-01:38,이동 주민센터,17
2016-07-22-01:38,부곡종합시장,19
2016-07-22-01:38,안산디자인문화고등학교,5
2016-07-22-01:38,원곡본동 주민센터,3
2016-07-22-01:38,일동주민센터,16
2016-07-22-01:38,월피동 광덕시장,1
2016-07-22-01:38,안산 식물원,16
2016-07-22-01:38,고잔역(신도시),0
2016-07-22-01:38,관산도서관,0
2016-07-22-01:38,화랑유원지 제2주차장,3
2016-07-22-01:38,와스타디움(롯데마트),0
2016-07-22-01:38,고잔1동주민센터,14
2016-07-22-01:38,와동체육공원,11
2016-07-22-01:38,안산대학교,8
2016-07-22-01:38,은하수공원,15
2016-07-22-01:38,단원미술관,0
2016-07-22-01:38,와동 주민센터,20
2016-07-22-01:38,다문화 지원센터,17
2016-07-22-01:38,부곡도서관,11
2016-07-22-01:38,수변공원,6
2016-07-22-01:38,산업단지공단 경기지역본부,1
2016-07-22-01:38,조각공원,14
2016-07-22-01:38,감골시민홀,14
2016-07-22-01:38,군자주공13단지,15
2016-07-22-01:38,사3동주민센터,37
2016-07-22-01:38,고잔역(고대병원),0
2016-07-22-01:38,그린빌 10단지,10
2016-07-22-01:38,반월역,0
2016-07-22-01:38,성포중학교,16
2016-07-22-01:38,원곡2동 베스트 플라자,15
2016-07-22-01:38,관산중학교,1
2016-07-22-01:38,사2동주민센터,23
2016-07-22-01:38,U-정보센터,11
2016-07-22-01:38,단원구청,8
2016-07-22-01:38,선부동 롯데마트,17
2016-07-22-01:38,상록수역(1번출구),7
2016-07-22-01:38,올림픽 기념관,6
2016-07-22-01:38,중앙역맞은편,0
2016-07-22-01:38,초지동 이마트,5
2016-07-22-01:38,대부도관광안내소,0
2016-07-22-01:38,서울예술대학,6
2016-07-22-01:38,사세충열문사거리,4
2016-07-22-01:38,광덕고,6
2016-07-22-01:38,수암보도육교,4
2016-07-22-01:38,25시 문화광장(CGV 앞),1
2016-07-22-01:38,원시역(두산동아),2
2016-07-22-01:38,본오1동 주민센터,14
2016-07-22-01:38,한양대 기숙사,10
2016-07-22-01:38,양지중학교,8
2016-07-22-01:38,신길고 사거리,7
2016-07-22-01:38,석수골운동장,5
2016-07-22-01:38,상록수역(2번출구),12
2016-07-22-01:38,충효입구삼거리,19
2016-07-22-01:38,월피동주민센터,16
2016-07-22-01:38,안산시 환경교통국,2
2016-07-22-01:38,시외버스터미널(터미널사거리),1
2016-07-22-01:38,안산시청,0
2016-07-22-01:38,안산역,16
2016-07-22-01:38,시화호조력발전소,10
2016-07-22-01:38,성포동 경일초교 사거리,1
2016-07-22-01:38,상록구청,15
2016-07-22-01:38,대부바다향기 테마파크,13
2016-07-22-01:38,월피동 한양 APT,20
2016-07-22-01:38,한양대사거리,14
2016-07-22-01:38,건건천복개주차장,7
2016-07-22-01:38,본오동한양아파트,11
2016-07-22-01:38,중앙주유소사거리,4
2016-07-22-01:38,와동 면허시험장,6
2016-07-22-01:38,선부동 벽산블루밍,15
2016-07-22-01:38,본오2차아파트,15
2016-07-22-01:38,한양연립,15
2016-07-22-01:38,둔배미공원,9
2016-07-22-01:38,비츠로테크 맞은편,4
2016-07-22-01:38,안산문화광장,2
2016-07-22-01:38,본오중학교,9
2016-07-22-01:38,수암동거주자우선주차장,3
